name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1
Barichu Double,Barrington Coffee Roasting,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,11.76,94,19-Jul,"Richly sweet, deeply savory, elegantly balanced. Dried apricot, maple syrup, narcissus, sandalwood, cacao nib in aroma and cup. Sweet-tart-savory in structure with vibrant, juicy acidity; plush, syrupy mouthfeel. The finish leads with notes of dried apricot and cacao nib in the short, rounding to narcissus and sandalwood in the long."
GA 400 Espresso,Peach Coffee Roasters,Medium-Light,United States,Zambia,Colombia,4.56,93,19-Jul,"Evaluated as espresso. Fruit-toned, chocolaty. Dried apricot, chocolate fudge, oak, honeysuckle, almond brittle in aroma and small cup. Velvety mouthfeel; fruit- and chocolate-toned finish. In three parts milk, chocolate and almond notes converge for a dessert-like experience, with a hint of dried apricot."
Papua New Guinea Timuza,Magnolia Coffee,Medium-Light,United States,Eastern Highlands,Papua New Guinea,4.41,92,19-Jul,"Richly sweet-toned, floral. Magnolia, brown sugar, cedar, plum, hazelnut in aroma and cup. Sweet structure with round, gentle acidity; satiny-smooth mouthfeel. The resonant finish consolidates to notes of brown sugar and magnolia."
Rukera Kenya,JBC Coffee Roasters,Medium-Light,United States,Kiambu Growing Region,South-Central Kenya,6.23,97,19-Jul,"Lavish, captivatingly complex, deeply savory-sweet. Candycap mushroom, lilac, dark chocolate, dried coconut, frankincense in aroma and cup. Structurally, the savory component, which is typically an undertone, occupies the top of the aromatic and flavor range, with deep sweetness (fruit, florals) underneath. The mouthfeel is lively and richly syrupy. The seemingly eternal finish is a quiet mirror of the cup."
Trilogy,Barrington Coffee Roasting,Medium-Light,United States,Asia,Africa,4.54,92,19-Aug,"Richly sweet, spice-toned. Baker’s chocolate, spice box, magnolia, fresh-cut fir, brown sugar in aroma and cup. Sweet in structure with round, gentle acidity; full, satiny mouthfeel. The finish centers around baker’s chocolate and spice with notes of aromatic wood throughout."
Kenya Kiambu Uklili AA,Kakalove Cafe,Medium,Taiwan,Kiambu Growing Region,South-Central Kenya,4.96,95,19-Aug,"High-toned, richly savory-sweet. Red currant, hop flowers, dark chocolate, oak, maple syrup in aroma and cup. Rich, savory-sweet structure with vibrant, juicy acidity; plush, syrupy mouthfeel. Resoundingly long, flavor-saturated finish."
Ethiopia Guji Shakisso Natural Lot 24,Kakalove Cafe,Medium-Light,Taiwan,Guji Zone,Oromia Region,3.68,94,19-Aug,"Cleanly fruit-toned, deeply rich. Dried raspberry, toffee, molasses, cedar, narcissus-like flowers in aroma and cup. Sweet-toned structure with brisk acidity; creamy-smooth mouthfeel. Impressively resonant, multi-layered finish."
Ethiopia Washed Yirgacheffe Nafasha Lot,Kakalove Cafe,Medium-Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,3.89,94,19-Aug,"Crisp, citrusy, deeply sweet. Lemon verbena, cacao nib, agave syrup, cedar, freesia-like flowers in aroma and cup. Sweet-tart structure with high-toned, lively acidity; full, viscous mouthfeel. The finish consolidates to notes of citrus-toned cocoa and freesia."
La Avila SL28 El Salvador,PT's Coffee Roasting Co.,Medium-Light,United States,Tecapa Chinameca Growing Region,Santiago De María,6.47,93,19-Aug,"Sweet, deep, nut-toned but juicy. Roasted pistachio, baker’s chocolate, lime zest, hints of peach and elderflower in aroma and cup. Gently and roundly bright in structure; smooth, satiny in mouthfeel. Coconut, implicit in the cup, emerges in a nut-buttery finish. "
El Salvador,Plat Coffee Roastery,Medium,Hong Kong,Tecapa Chinameca Growing Region,Southeastern El Salvador,8.66,94,19-Aug,"Sweetly and crisply floral- and fruit-toned. Roasted pineapple, honey, cashew, lavender and magnolia, baker’s chocolate in aroma and cup. In structure round, balanced, sweet with a tart/savory edge. Lightly syrupy, satiny mouthfeel. Flavor consolidates around dry, spicy chocolate in a crisp finish."
Talquezalar El Salvador,JBC Coffee Roasters,Medium-Light,United States,La Palma,Chalatenango Department,4.76,92,19-Aug,"Sweet, crisply nut- and cocoa-toned. Cocoa, hazelnut, honey, a hint of lime zest, artichoke blossom in aroma and cup. Delicately crisp, lightly zesty in structure; light and silky in mouthfeel. Surprisingly resonant in the finish, with flavor consolidating around flowers and a hint of citrus."
Finca Kilimanjaro Natural,Willoughby's Coffee & Tea,Medium-Light,United States,Santa Ana Department,Northwestern El Salvador,7.71,92,19-Aug,"Briskly sweet-savory, rounded by a cherry-like juiciness. Black cherry, lavender, baker’s chocolate, pistachio, artichoke blossom in aroma and cup. Bittersweet and savory in structure lifted by a cushiony fruit; full and plump in mouthfeel. The richly drying finish consolidates around chocolate, nut and a hint of flowers. "
Finca San Antonio El Salvador,Dinwei Cafe,Light,Taiwan,Chalatenango Department,Northwestern El Salvador,16.7,92,19-Aug,"Mild though intricately deep; sweet, savory, rich. Cocoa, hemp-seed, scorched clove, fig, gardenia-like flowers in aroma and cup. Quiet but well-composed sweet/savory structure; light though nicely satiny mouthfeel. The finish is resonant and gently drying. "
Mario Aguilar Grand Cru El Salvador,Deeper Roots Coffee,Medium,United States,Chalatenango Department,Northwestern El Salvador,7.35,91,19-Aug,"Deeply sweet, pungent, with a very slight roasty edge. Cedar, dark chocolate, candied walnut, dried peach, narcissus-like flowers in aroma and cup. Sweetly and roundly brisk in structure; lightly syrupy mouthfeel. Chocolate dominates in the short finish, cedar in the long."
José Flores El Salvador Natural,Duluth Coffee,Medium,United States,Chalatenango Department,Northwestern El Salvador,9.92,91,19-Aug,"A deep sweetness and considerable complexity resonate impressively inside a bitter-savory structure. Hints of blueberry and guava, spearmint, cocoa, rose, a hint of clove in aroma and cup. Fully, syrupy mouthfeel. Flavor carries persuasively into a rich though bittersweet finish."
Ethiopia Yirgacheffe Worka Gotiti Natural,94 Fresh Coffee,Medium-Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,6.34,93,19-Aug,"Fruit-driven, sweetly savory. Dried raspberry, baker’s chocolate, hop flowers, grappa barrel, cedar in aroma and cup. Bittersweet structure with round, accessible acidity; full, viscous mouthfeel. Finish consolidates to notes of raspberry and lily with a hint of grappa barrel."
Ethiopia Kayon Mountain Natural,Lexington Coffee Roasters,Medium,United States,Odo Shakiso District,Guji Zone,6.17,94,19-Aug,"Complex, chocolaty, richly sweet. Dark chocolate, guava, butterscotch, honeysuckle, ginger blossom in aroma and cup. Sweetly tart structure with high-toned acidity; crisp, syrupy mouthfeel. Long, resounding finish that carries over all the notes from the cup, in particular foregrounding guava and dark chocolate."
Ethiopia Natural Yirgacheffe Blue Donkey Lot,Kakalove Cafe,Medium-Light,Taiwan,Kochere,Yirgacheffe Growing Region,4.25,94,19-Aug,"Delicately fruit-toned. Persimmon, rose hips, cacao nib, lemon verbena, saltwater taffy in aroma and cup. Balanced, sweet-savory structure with fruit-driven acidity; vibrant, syrupy mouthfeel. The finish consolidates to persimmon and rose hips with cocoa undertones."
Guatemala Guayabales Single-Origin Espresso,Temple Coffee Roasters,Medium,United States,Huehuetenango,Guatemala,5.58,93,19-Aug,"Evaluated as espresso. Nuanced, floral-toned, richly sweet. Wisteria, chocolate fudge, almond brittle, cedar, black cherry in aroma and small cup. Lightly syrupy, crisp mouthfeel; gently drying, cocoa-and wood-framed finish. Notes of wisteria are foregrounded in three parts milk, supported by chocolate fudge and almond."
Kenya Chania Estate,Temple Coffee Roasters,Medium,United States,Thika Growing Region,Central Kenya,6.76,92,19-Aug,"Roast-rounded, savory-sweet. Ripe tomato, baker’s chocolate, scorched oak, toffee, magnolia in aroma and cup. Balanced, sweet-savory structure with gentle acidity; crisp, satiny mouthfeel. The resonant finish consolidates to notes of sweet tomato and baker’s chocolate with a hint of magnolia."
Guatemala Los Santos,Temple Coffee Roasters,Medium-Light,United States,Chimaltenango Department,Guatemala,5.58,92,19-Aug,"Bittersweet, rich-toned. Date, grapefruit zest, hazelnut, cedar, freesia-like flowers in aroma and cup. Sweet-toned structure with brisk acidity; full, syrupy mouthfeel. The finish is framed by aromatic wood notes (cedar) with date and hazelnut undertones and a throughline of grapefruit zest."
Geisha Village Auction Lot #11,JBC Coffee Roasters,Medium-Light,United States,Bench-Maji Zone,Southern Ethiopia,22.71,94,19-Aug,"Subtly and sweetly intense: flowers and cocoa. Lavender, cocoa, honey, candied nut, lemon zest, much more in aroma and cup. Richly and sweetly pungent in structure; light though plush and satiny in mouthfeel. A quiet, layered finish consolidates around lemon and lavender. "
Panama Finca Kalithea Natural Geisha,Kakalove Café,Medium-Light,Taiwan,Chiriqui Growing Region,Panama,21.24,96,19-Sep,"Exceptionally high-toned, delicately fruit-centered, intricately balanced. Mulberry, coconut, sandalwood, dark chocolate, lilac in aroma and cup. Richly sweet in structure with balanced, juicy acidity; delicate but plush, mouth-filling texture. The finish is a gentle reminder of everything the cup offers, in particular mulberry, coconut, and lilac."
Panama Hacienda La Esmeralda Super Mario 6 Geisha,Dragonfly Coffee Roasters,Medium-Light,United States,Boquete Growing Region,Western Panama,26.46,95,19-Sep,"Impeccably floral and cocoa-toned with a savory throughline. Chocolate fudge, wisteria, Asian pear, hazelnut butter, white peppercorn in aroma and cup. Richly sweet-savory structure with floral acidity; velvety-smooth, viscous mouthfeel. The finish centers around spice-toned chocolate (think dark chocolate with peppercorns) and wisteria."
Panama Geisha Alto Jaramillo,Caffe Luxxe,Medium-Light,United States,Alto Jaramillo,Boquete Growing Region,35.27,94,19-Sep,"Crisply and sweetly bright, exquisitely balanced. Tangerine zest, lavender, cocoa, cedar, fresh apricot in aroma and cup. Bright, delicate but juicy in structure; silky/satiny in mouthfeel. The quietly complex finish fades in the short but apricot and lavender revive in the long."
Colombia Laderas del Tapias Estate Natural Geisha,CafeTaster,Medium-Light,Taiwan,Neira,Caldas Department,18.78,94,19-Sep,"Crisply sweet-tart, fruit-toned. Blackberry jam, cocoa powder, almond, narcissus, baking spices in aroma and cup. Sweetly tart structure with bright, fruit-forward acdity; lively, satiny mouthfeel. The finish consolidates to notes of blackberry and cocoa."
Gesha Village Natural Lot #19,GK Coffee,Medium-Light,Taiwan,Bench-Maji Zone,Southern Ethiopia,38.4,94,19-Sep,"Rich, complex, very deeply sweet. Honey, lilac, guava, frankincense, cacao nib in aroma and cup. Richly sweet-tart structure with high-toned, juicy acidity; crisp, full, satiny mouthfeel. The rich-toned finish is both sweetly floral and invitingly tart."
Gesha Village 1931 Lot 27,Mudhouse Coffee Roasters,Medium-Light,United States,Bench-Maji Zone,Southern Ethiopia,22.05,94,19-Sep,"Richly sweet-savory, deeply floral-toned. Honeysuckle, bergamot, toffee, myrrh, a hint of fresh coriander in aroma and cup. Balanced, structure (sweet-savory) with citrusy acidity; plump, satiny mouthfeel. The finish consolidates around notes of honeysuckle and myrrh with a hint of toffee in the long."
Ethiopia Sidamo Gora Kone,Temple Coffee Roasters,Medium-Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,5.58,94,19-Sep,"Subtly and sweetly rich, deeply savory. Goji berry, cocoa nib, myrrh, fine musk, gardenia in aroma and cup. Sweet-savory structure with juicy acidity; crisp, lightly satiny mouthfeel. The finish resonates with perfume and cocoa notes, with deep richness into the long."
Classic Nine Espresso,HWC Roasters,Medium-Dark,Taiwan,Central America,Sidamo (Also Sidama) Growing Region,4.27,91,19-Sep,"Evaluated as espresso. Roast-prominent, chocolaty, richly sweet. Scorched fir, ripe banana, bakers chocolate, wilted narcissus, allspice in aroma and small cup. Light and fluffy mouthfeel; finish consolidates to chocolate and banana with smoky undertones. In three parts milk the roast integrates nicely with deep chocolate, sweet fruit and a savory pungency."
Kebele Village Espresso,JBC Coffee Roasters,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.03,94,19-Sep,"Evaluated as espresso. Bright, sweetly tart, floral- and nut-toned. Nougat, cherry, wisteria, almond wood, sweet lime in aroma and small cup. Nicely syrupy, crisp mouthfeel. The finish simplifies around an attractively tart and nutty resonance. The florals, tart elegance and rich-toned nuttiness carry with grace and delicacy into three parts milk. "
Kebele Village Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,5.03,93,19-Sep,"Richly sweet-tart, high-toned. Cacao nib, pie cherry, lilac, cedar, nougat in aroma and cup. Sweet-tart structure with juicy, vibrant acidity; crisp, velvety mouthfeel. The resonant finish centers around notes of tart stonefruit and cacao nib."
D31 The New Life,Dante Coffee,Medium-Light,Taiwan,Ethiopia,Sumatra,4.8,92,19-Sep,"Evaluated as espresso. Assertively sweet, fruity, spicy. Ripe banana, baking chocolate, allspice, lemon drop, dried lavender and narcissus in aroma and small cup. The mouthfeel is syrupy though drying, the finish rich-toned though rather drying and heavyish in the long. In three-parts milk the coffee balances nicely, with high-toned sweetness and florals showing with pleasing clarity."
Panama Finca San Sebastian,Jackrabbit Java,Medium-Light,United States,Boquete Growing Region,Western Panama,3.53,94,19-Aug,"Rich-toned, chocolaty, exquisitely balanced. Chocolate fudge, pink grapefruit zest, cherry, sandalwood, narcissus in aroma and cup. Sweetly tart structure with bright, juicy acidity; plush, syrupy mouthfeel. The finish consolidates to notes of chocolate fudge and citrus-toned sandalwood."
Rwanda Nyarusiza Station,Jackrabbit Java,Medium-Light,United States,Nyamagabe District,Southern Province,3.53,93,19-Aug,"Crisply sweet, floral-toned. Orange blossom, blackberry, cooked taro root, cacao nib, cedar in aroma and cup. Sweetly savory structure with gentle, rounded acidity; full, creamy mouthfeel. A pleasing sweet starchiness akin to taro root surfaces in the finish, integrated with rich floral and fruit tones."
Murang’a Kenya,JBC Coffee Roasters,Medium-Light,United States,Murang'A County,Central Kenya,5.5,93,19-Aug,"Richly and pungently zesty. Blackberry, baker’s chocolate, mixed peppercorn, violet, lemon zest in aroma and cup. Brisk and deeply rich-toned structure with a lemon and floral inflection; full, syrupy mouthfeel. Lemon and violet with a hint of cocoa in the long, dry finish. "
